"company","Company_Status","location","location_Status","industry","Industry_Status","total_laid_off","layoffs_Status","percentage_laid_off","Percentage_Status","date","Date_Status","year","Year_Status","Month","Month_Status","stage","country","funds_raised_millions","Funds_Status"
"CELSIUS","Reported","NEW YORK CITY","Reported","CRYPTO","Reported","150","Reported","0.25","Reported","2022-07-03","Reported","2022","Reported","7","Reported","SERIES B","UNITED STATES","864.00","Reported"
"CENTURY THERAPEUTICS","Reported","PHILADELPHIA","Reported","HEALTHCARE","Reported","0","missing","0.00","missing","2023-01-09","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","560.00","Reported"
"CEREBRAL","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","0","missing","0.00","missing","2022-05-31","Reported","2022","Reported","5","Reported","SERIES C","UNITED STATES","462.00","Reported"
"CEREBRAL","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","285","Reported","0.15","Reported","2023-02-27","Reported","2023","Reported","2","Reported","SERIES C","UNITED STATES","462.00","Reported"
"CEREBRAL","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","400","Reported","0.20","Reported","2022-10-24","Reported","2022","Reported","10","Reported","SERIES C","UNITED STATES","462.00","Reported"
"CHAINALYSIS","Reported","NEW YORK CITY","Reported","CRYPTO","Reported","44","Reported","0.05","Reported","2023-02-01","Reported","2023","Reported","2","Reported","SERIES F","UNITED STATES","536.00","Reported"
"CHANGE INVEST","Reported","AMSTERDAM","Reported","FINANCE","Reported","0","missing","0.24","Reported","2022-11-27","Reported","2022","Reported","11","Reported","UNKNOWN","NETHERLANDS","22.00","Reported"
"CHANGE.ORG","Reported","SF BAY AREA","Reported","OTHER","Reported","0","missing","0.19","Reported","2022-07-28","Reported","2022","Reported","7","Reported","SERIES D","UNITED STATES","72.00","Reported"
"CHARGEBEE","Reported","SF BAY AREA","Reported","FINANCE","Reported","142","Reported","0.10","Reported","2022-11-02","Reported","2022","Reported","11","Reported","SERIES H","UNITED STATES","468.00","Reported"
"CHECKMARX","Reported","TEL AVIV","Reported","SECURITY","Reported","0","missing","0.00","missing","2020-05-18","Reported","2020","Reported","5","Reported","ACQUIRED","ISRAEL","92.00","Reported"
"CHECKMARX","Reported","TEL AVIV","Reported","SECURITY","Reported","100","Reported","0.10","Reported","2022-11-02","Reported","2022","Reported","11","Reported","SERIES C","ISRAEL","92.00","Reported"
"CHECKOUT.COM","Reported","LONDON","Reported","FINANCE","Reported","100","Reported","0.05","Reported","2022-09-13","Reported","2022","Reported","9","Reported","SERIES D","UNITED KINGDOM","1800.00","Reported"
"CHECKR","Reported","SF BAY AREA","Reported","HR","Reported","64","Reported","0.12","Reported","2020-07-23","Reported","2020","Reported","7","Reported","SERIES D","UNITED STATES","309.00","Reported"
"CHEDDAR","Reported","NEW YORK CITY","Reported","MEDIA","Reported","0","missing","0.00","missing","2020-04-24","Reported","2020","Reported","4","Reported","ACQUIRED","UNITED STATES","54.00","Reported"
"CHEETAH","Reported","SF BAY AREA","Reported","FOOD","Reported","0","missing","0.00","missing","2020-10-25","Reported","2020","Reported","10","Reported","SERIES B","UNITED STATES","67.00","Reported"
"CHEF","Reported","SEATTLE","Reported","INFRASTRUCTURE","Reported","0","missing","0.00","missing","2020-10-08","Reported","2020","Reported","10","Reported","ACQUIRED","UNITED STATES","105.00","Reported"
"CHESSABLE","Reported","LONDON","Reported","CONSUMER","Reported","29","Reported","0.00","missing","2022-07-04","Reported","2022","Reported","7","Reported","ACQUIRED","UNITED KINGDOM","0.00","Reported"
"CHILI PIPER","Reported","NEW YORK CITY","Reported","SALES","Reported","58","Reported","0.00","missing","2022-11-17","Reported","2022","Reported","11","Reported","SERIES B","UNITED STATES","54.00","Reported"
"CHIME","Reported","SF BAY AREA","Reported","FINANCE","Reported","156","Reported","0.12","Reported","2022-11-02","Reported","2022","Reported","11","Reported","SERIES G","UNITED STATES","2300.00","Reported"
"CHIPAX","Reported","SANTIAGO","Reported","FINANCE","Reported","0","missing","0.00","missing","2022-11-11","Reported","2022","Reported","11","Reported","SEED","CHILE","2.00","Reported"
"CHIPPER CASH","Reported","SF BAY AREA","Reported","FINANCE","Reported","50","Reported","0.13","Reported","2022-12-06","Reported","2022","Reported","12","Reported","SERIES C","UNITED STATES","302.00","Reported"
"CHIPPER CASH","Reported","SF BAY AREA","Reported","FINANCE","Reported","100","Reported","0.33","Reported","2023-02-17","Reported","2023","Reported","2","Reported","SERIES C","UNITED STATES","302.00","Reported"
"CHOPE","Reported","SINGAPORE","Reported","FOOD","Reported","65","Reported","0.24","Reported","2022-12-20","Reported","2022","Reported","12","Reported","SERIES E","SINGAPORE","50.00","Reported"
"CHOWNOW","Reported","LOS ANGELES","Reported","FOOD","Reported","40","Reported","0.10","Reported","2022-12-14","Reported","2022","Reported","12","Reported","SERIES C","UNITED STATES","64.00","Reported"
"CHOWNOW","Reported","LOS ANGELES","Reported","FOOD","Reported","100","Reported","0.20","Reported","2022-07-13","Reported","2022","Reported","7","Reported","SERIES C","UNITED STATES","64.00","Reported"
"CHRONO24","Reported","KARLSRUHE","Reported","RETAIL","Reported","65","Reported","0.13","Reported","2023-01-30","Reported","2023","Reported","1","Reported","SERIES C","GERMANY","205.00","Reported"
"CHRONO24","Reported","KARLSRUHE","Reported","RETAIL","Reported","80","Reported","0.00","missing","2022-12-08","Reported","2022","Reported","12","Reported","SERIES C","GERMANY","205.00","Reported"
"CIPHERTRACE","Reported","SF BAY AREA","Reported","CRYPTO","Reported","0","missing","0.00","missing","2020-04-09","Reported","2020","Reported","4","Reported","UNKNOWN","UNITED STATES","18.00","Reported"
"CIRC","Reported","BERLIN","Reported","TRANSPORTATION","Reported","100","Reported","0.00","missing","2020-06-02","Reported","2020","Reported","6","Reported","ACQUIRED","GERMANY","55.00","Reported"
"CIRCLECI","Reported","SF BAY AREA","Reported","PRODUCT","Reported","0","missing","0.17","Reported","2022-12-07","Reported","2022","Reported","12","Reported","SERIES F","UNITED STATES","315.00","Reported"
"CIRCLEUP","Reported","SF BAY AREA","Reported","FINANCE","Reported","0","missing","0.00","missing","2022-07-13","Reported","2022","Reported","7","Reported","SERIES C","UNITED STATES","53.00","Reported"
"CIRCULO HEALTH","Reported","COLUMBUS","Reported","HEALTHCARE","Reported","0","missing","0.50","Reported","2022-06-16","Reported","2022","Reported","6","Reported","SERIES A","UNITED STATES","50.00","Reported"
"CISCO","Reported","SF BAY AREA","Reported","INFRASTRUCTURE","Reported","4100","Reported","0.05","Reported","2022-11-16","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","2.00","Reported"
"CITIZEN","Reported","NEW YORK CITY","Reported","CONSUMER","Reported","33","Reported","0.00","missing","2023-01-11","Reported","2023","Reported","1","Reported","SERIES C","UNITED STATES","133.00","Reported"
"CITRINE INFORMATICS","Reported","SF BAY AREA","Reported","DATA","Reported","22","Reported","0.27","Reported","2023-01-20","Reported","2023","Reported","1","Reported","SERIES C","UNITED STATES","64.00","Reported"
"CITRIX","Reported","MIAMI","Reported","INFRASTRUCTURE","Reported","0","missing","0.15","Reported","2023-01-10","Reported","2023","Reported","1","Reported","ACQUIRED","UNITED STATES","20.00","Reported"
"CITYMALL","Reported","GURUGRAM","Reported","RETAIL","Reported","191","Reported","0.30","Reported","2022-06-19","Reported","2022","Reported","6","Reported","SERIES C","INDIA","112.00","Reported"
"CLARAVINE","Reported","SALT LAKE CITY","Reported","MARKETING","Reported","0","missing","0.00","missing","2020-03-31","Reported","2020","Reported","3","Reported","SEED","UNITED STATES","4.00","Reported"
"CLARI","Reported","SF BAY AREA","Reported","SALES","Reported","20","Reported","0.00","missing","2023-02-06","Reported","2023","Reported","2","Reported","SERIES F","UNITED STATES","496.00","Reported"
"CLARI","Reported","SF BAY AREA","Reported","SALES","Reported","45","Reported","0.00","missing","2022-08-31","Reported","2022","Reported","8","Reported","SERIES F","UNITED STATES","496.00","Reported"
"CLARIFY HEALTH","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","15","Reported","0.05","Reported","2022-07-22","Reported","2022","Reported","7","Reported","SERIES D","UNITED STATES","328.00","Reported"
"CLASSKICK","Reported","CHICAGO","Reported","EDUCATION","Reported","0","missing","0.00","missing","2022-08-01","Reported","2022","Reported","8","Reported","SEED","UNITED STATES","1.00","Reported"
"CLASSPASS","Reported","NEW YORK CITY","Reported","FITNESS","Reported","154","Reported","0.22","Reported","2020-04-02","Reported","2020","Reported","4","Reported","SERIES E","UNITED STATES","549.00","Reported"
"CLEAR","Reported","BENGALURU","Reported","FINANCE","Reported","190","Reported","0.20","Reported","2022-09-16","Reported","2022","Reported","9","Reported","SERIES C","INDIA","140.00","Reported"
"CLEAR CAPITAL","Reported","RENO","Reported","REAL ESTATE","Reported","250","Reported","0.25","Reported","2023-01-25","Reported","2023","Reported","1","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"CLEAR CAPITAL","Reported","RENO","Reported","REAL ESTATE","Reported","378","Reported","0.27","Reported","2022-10-14","Reported","2022","Reported","10","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"CLEARBANC","Reported","TORONTO","Reported","FINANCE","Reported","17","Reported","0.08","Reported","2020-04-13","Reported","2020","Reported","4","Reported","SERIES B","CANADA","119.00","Reported"
"CLEARBIT","Reported","SF BAY AREA","Reported","DATA","Reported","0","missing","0.00","missing","2020-04-22","Reported","2020","Reported","4","Reported","SERIES A","UNITED STATES","17.00","Reported"
"CLEARCO","Reported","DUBLIN","Reported","FINANCE","Reported","0","missing","0.00","missing","2022-06-06","Reported","2022","Reported","6","Reported","SERIES C","IRELAND","681.00","Reported"
"CLEARCO","Reported","TORONTO","Reported","FIN-TECH","Reported","125","Reported","0.25","Reported","2022-07-29","Reported","2022","Reported","7","Reported","SERIES C","CANADA","681.00","Reported"
"CLEARCO","Reported","TORONTO","Reported","FINANCE","Reported","50","Reported","0.30","Reported","2023-01-16","Reported","2023","Reported","1","Reported","SERIES C","CANADA","698.00","Reported"
"CLEARCO","Reported","TORONTO","Reported","FINANCE","Reported","60","Reported","0.00","missing","2022-06-06","Reported","2022","Reported","6","Reported","SERIES C","CANADA","681.00","Reported"
"CLEVER REAL ESTATE","Reported","ST. LOUIS","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-10-19","Reported","2022","Reported","10","Reported","SERIES B","UNITED STATES","13.00","Reported"
"CLEVER REAL ESTATE","Reported","ST. LOUIS","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2020-03-25","Reported","2020","Reported","3","Reported","SERIES A","UNITED STATES","5.00","Reported"
"CLEVERTAP","Reported","MUMBAI","Reported","MARKETING","Reported","60","Reported","0.20","Reported","2020-04-16","Reported","2020","Reported","4","Reported","SERIES C","INDIA","76.00","Reported"
"CLICKUP","Reported","SAN DIEGO","Reported","OTHER","Reported","60","Reported","0.07","Reported","2022-05-23","Reported","2022","Reported","5","Reported","SERIES C","UNITED STATES","537.00","Reported"
"CLINC","Reported","ANN ARBOR","Reported","SUPPORT","Reported","40","Reported","0.32","Reported","2020-04-09","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","59.00","Reported"
"CLOUDERA","Reported","SF BAY AREA","Reported","INFRASTRUCTURE","Reported","0","missing","0.00","missing","2020-05-05","Reported","2020","Reported","5","Reported","POST-IPO","UNITED STATES","1000.00","Reported"
"CLOUDFACTORY","Reported","NAIROBI","Reported","DATA","Reported","0","missing","0.12","Reported","2022-11-09","Reported","2022","Reported","11","Reported","PRIVATE EQUITY","KENYA","78.00","Reported"
"CLOUDINARY","Reported","SF BAY AREA","Reported","MEDIA","Reported","40","Reported","0.08","Reported","2022-11-14","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","100.00","Reported"
"CLOUDKITCHENS","Reported","LOS ANGELES","Reported","REAL ESTATE","Reported","0","missing","0.00","missing","2022-11-03","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","1300.00","Reported"
"CLUBHOUSE","Reported","SF BAY AREA","Reported","CONSUMER","Reported","0","missing","0.00","missing","2022-06-03","Reported","2022","Reported","6","Reported","SERIES C","UNITED STATES","110.00","Reported"
"CLUE","Reported","BERLIN","Reported","HEALTHCARE","Reported","31","Reported","0.31","Reported","2023-01-18","Reported","2023","Reported","1","Reported","UNKNOWN","GERMANY","47.00","Reported"
"CLUMIO","Reported","SF BAY AREA","Reported","DATA","Reported","0","missing","0.00","missing","2021-03-01","Reported","2021","Reported","3","Reported","SERIES C","UNITED STATES","186.00","Reported"
"CLUTCH","Reported","TORONTO","Reported","TRANSPORTATION","Reported","76","Reported","0.22","Reported","2022-06-29","Reported","2022","Reported","6","Reported","SERIES B","CANADA","153.00","Reported"
"CLUTCH","Reported","TORONTO","Reported","TRANSPORTATION","Reported","150","Reported","0.00","missing","2023-01-17","Reported","2023","Reported","1","Reported","UNKNOWN","CANADA","253.00","Reported"
"CLUTTER","Reported","LOS ANGELES","Reported","CONSUMER","Reported","0","missing","0.30","Reported","2020-03-25","Reported","2020","Reported","3","Reported","SERIES D","UNITED STATES","296.00","Reported"
"CLYDE","Reported","NEW YORK CITY","Reported","MARKETING","Reported","22","Reported","0.00","missing","2022-04-25","Reported","2022","Reported","4","Reported","SERIES B","UNITED STATES","58.00","Reported"
"CNET","Reported","SF BAY AREA","Reported","MEDIA","Reported","12","Reported","0.10","Reported","2023-03-02","Reported","2023","Reported","3","Reported","ACQUIRED","UNITED STATES","20.00","Reported"
"COACHHUB","Reported","BERLIN","Reported","HR","Reported","0","missing","0.10","Reported","2023-01-24","Reported","2023","Reported","1","Reported","SERIES C","GERMANY","332.00","Reported"
"CODA","Reported","SF BAY AREA","Reported","OTHER","Reported","0","missing","0.00","missing","2023-01-18","Reported","2023","Reported","1","Reported","SERIES D","UNITED STATES","240.00","Reported"
"CODE42","Reported","MINNEAPOLIS","Reported","DATA","Reported","25","Reported","0.05","Reported","2020-04-09","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","137.50","Reported"
"CODE42","Reported","MINNEAPOLIS","Reported","SECURITY","Reported","0","missing","0.15","Reported","2022-11-07","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","137.00","Reported"
"CODECOMBAT","Reported","SF BAY AREA","Reported","EDUCATION","Reported","8","Reported","0.00","missing","2020-10-23","Reported","2020","Reported","10","Reported","SERIES A","UNITED STATES","8.00","Reported"
"CODEXIS","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","0","missing","0.18","Reported","2022-11-29","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","162.00","Reported"
"CODING DOJO","Reported","SEATTLE","Reported","EDUCATION","Reported","7","Reported","0.07","Reported","2020-04-02","Reported","2020","Reported","4","Reported","UNKNOWN","UNITED STATES","2.00","Reported"
"COGITO","Reported","BOSTON","Reported","SUPPORT","Reported","24","Reported","0.14","Reported","2020-04-06","Reported","2020","Reported","4","Reported","SERIES C","UNITED STATES","92.00","Reported"
"COGNYTE","Reported","TEL AVIV","Reported","SECURITY","Reported","100","Reported","0.05","Reported","2022-12-02","Reported","2022","Reported","12","Reported","UNKNOWN","ISRAEL","0.00","missing"
"COHESITY","Reported","SF BAY AREA","Reported","DATA","Reported","0","missing","0.00","missing","2020-04-30","Reported","2020","Reported","4","Reported","SERIES E","UNITED STATES","660.00","Reported"
